year,district,winner_name,cook_rating,dem,repub,other,winner
2006,IL-03,Dan Lipinski,NA,77.1,22.9,0.0,d
2006,IL-04,Luis Gutiérrez,NA,85.8,14.2,0.0,d
2006,IL-05,Rahm Emanuel,NA,78.0,22.0,0.0,d
2006,IL-06,Peter Roskam,NA,48.6,51.4,0.0,r
2006,IL-07,Danny K. Davis,NA,86.7,13.3,0.0,d
2006,IL-08,Melissa Bean,NA,50.9,44.0,5.1,d
2006,IL-09,Jan Schakowsky,NA,74.6,25.4,0.0,d
2006,IL-10,Mark Kirk,NA,46.6,53.4,0.0,r
2006,IL-11,Jerry Weller,NA,44.9,55.1,0.0,r
2006,IL-12,Jerry Costello,NA,100.0,0.0,0.0,d
2006,IL-13,Judy Biggert,NA,41.7,58.3,0.0,r
2006,IL-14,Dennis Hastert,NA,40.2,59.8,0.0,r
2006,IL-15,Tim Johnson,NA,42.4,57.6,0.0,r
2006,IL-16,Don Manzullo,NA,32.1,63.6,4.3,r
2006,IL-17,Phil Hare,NA,57.2,42.8,0.0,d
2006,IL-18,Ray LaHood,NA,32.7,67.3,0.0,r
2006,IL-19,John Shimkus,NA,39.7,60.3,0.0,r
2006,IN-01,Pete Visclosky,NA,69.7,26.8,3.5,d
2006,IN-02,Joe Donnelly,NA,54.0,46.0,0.0,d
2006,IN-03,Mark Souder,NA,45.7,54.3,0.0,r
2006,IN-04,Steve Buyer,NA,37.6,62.4,0.0,r
2006,IN-05,Dan Burton,NA,31.4,65.0,3.6,r
2006,IN-06,Mike Pence,NA,40.0,60.0,0.0,r
2006,IN-07,Julia Carson,NA,53.8,46.2,0.0,d
2006,IN-08,Brad Ellsworth,NA,61.0,39.0,0.0,d
2006,IN-09,Baron Hill,NA,50.0,45.5,4.5,d
2006,IA-01,Bruce Braley,NA,55.0,43.3,1.7,d
2006,IA-02,Dave Loebsack,NA,51.4,48.6,0.0,d
2006,IA-03,Leonard Boswell,NA,51.8,46.7,1.5,d
2006,IA-04,Tom Latham,NA,42.6,57.4,0.0,r
2006,IA-05,Steve King,NA,35.7,58.4,5.9,r
2006,KS-01,Jerry Moran,NA,19.9,78.7,1.4,r
2006,KS-02,Nancy Boyda,NA,50.6,47.1,2.3,d
2006,KS-03,Dennis Moore,NA,64.5,33.8,1.7,d
