year,district,winner_name,cook_rating,dem,repub,other,winner
2010,NY-18,Nita Lowey,solid-d,62.2,37.8,0.0,d
2010,NY-19,Nan Hayworth,tossup,47.3,52.7,0.0,r
2010,NY-20,Chris Gibson,tossup,45.1,54.9,0.0,r
2010,NY-21,Paul Tonko,solid-d,59.3,40.7,0.0,d
2010,NY-22,Maurice Hinchey,lean-d,52.7,47.3,0.0,d
2010,NY-23,Bill Owens,tossup,47.5,46.4,6.1,d
2010,NY-24,Richard L. Hanna,tossup,46.9,53.1,0.0,r
2010,NY-25,Ann Marie Buerkle,lean-d,49.8,50.2,0.0,r
2010,NY-26,Chris Lee,solid-r,26.4,73.6,0.0,r
2010,NY-27,Brian Higgins,solid-d,60.9,39.1,0.0,d
2010,NY-28,Louise Slaughter,solid-d,64.9,35.1,0.0,d
2010,NY-29,Tom Reed,likely-r,43.4,56.6,0.0,r
2010,NC-01,G.K. Butterfield,solid-d,59.3,40.7,0.0,d
2010,NC-02,Renee Ellmers,lean-d,48.7,49.5,1.8,r
2010,NC-03,Walter Jones Jr.,solid-r,25.7,71.9,2.4,r
2010,NC-04,David Price,solid-d,57.2,42.8,0.0,d
2010,NC-05,Virginia Foxx,solid-r,34.1,65.9,0.0,r
2010,NC-06,Howard Coble,solid-r,24.8,75.2,0.0,r
2010,NC-07,Mike McIntyre,tossup,53.7,46.3,0.0,d
2010,NC-08,Larry Kissell,tossup,53.0,43.7,3.3,d
2010,NC-09,Sue Myrick,solid-r,31.0,69.0,0.0,r
2010,NC-10,Patrick McHenry,solid-r,28.8,71.2,0.0,r
2010,NC-11,Heath Shuler,lean-d,54.3,45.7,0.0,d
2010,NC-12,Mel Watt,solid-d,63.9,34.1,2.0,d
2010,NC-13,Brad Miller,solid-d,55.5,44.5,0.0,d
2010,ND-01,Rick Berg,tossup,0.0,54.7,45.3,r
2010,OH-01,Steve Chabot,lean-r,46.0,51.5,2.5,r
2010,OH-02,Jean Schmidt,solid-r,34.7,58.5,6.8,r
2010,OH-03,Mike Turner,solid-r,31.9,68.1,0.0,r
2010,OH-04,Jim Jordan,solid-r,24.7,71.5,3.8,r
2010,OH-05,Bob Latta,solid-r,26.5,67.8,5.7,r
2010,OH-06,Bill Johnson,tossup,45.1,50.2,4.7,r
2010,OH-07,Steve Austria,solid-r,32.3,62.2,5.5,r
2010,OH-08,John Boehner,solid-r,30.3,65.6,4.1,r
2010,OH-09,Marcy Kaptur,solid-d,59.4,40.6,0.0,d
2010,OH-10,Dennis Kucinich,likely-d,53.0,43.9,3.1,d
2010,OH-11,Marcia Fudge,solid-d,82.9,17.1,0.0,d
2010,OH-12,Pat Tiberi,likely-r,40.9,55.8,3.3,r
2010,OH-13,Betty Sutton,likely-d,55.7,44.3,0.0,d
2010,OH-14,Steve LaTourette,solid-r,31.5,64.9,3.6,r
2010,OH-15,Steve Stivers,lean-r,41.3,54.1,4.6,r
2010,OH-16,Jim Renacci,tossup,41.3,52.1,6.6,r
2010,OH-17,Tim Ryan,solid-d,53.9,30.1,16.0,d
2010,OH-18,Bob Gibbs,tossup,40.5,53.9,5.6,r
2010,OK-01,John A. Sullivan,solid-r,0.0,76.8,23.2,r
2010,OK-02,Dan Boren,solid-d,56.5,43.5,0.0,d
2010,OK-03,Frank Lucas,solid-r,22.0,78.0,0.0,r
2010,OK-04,Tom Cole,solid-r,0.0,100.0,0.0,r
2010,OK-05,James Lankford,solid-r,34.5,62.5,3.0,r
2010,OR-01,David Wu,likely-d,54.8,42.0,3.2,d
2010,OR-02,Greg Walden,solid-r,25.9,74.1,0.0,r
2010,OR-03,Earl Blumenauer,solid-d,70.1,24.6,5.3,d
2010,OR-04,Peter DeFazio,likely-d,54.6,43.7,1.7,d
2010,OR-05,Kurt Schrader,tossup,51.3,46.0,2.7,d
2010,PA-01,Bob Brady,solid-d,100.0,0.0,0.0,d
2010,PA-02,Chaka Fattah,solid-d,89.3,10.7,0.0,d
2010,PA-03,Mike Kelly,lean-r,44.3,55.7,0.0,r
2010,PA-04,Jason Altmire,lean-d,50.8,49.2,0.0,d
2010,PA-05,Glenn 'G.T.' Thompson,solid-r,28.2,68.7,3.1,r
2010,PA-06,Jim Gerlach,likely-r,42.9,57.1,0.0,r
2010,PA-07,Pat Meehan,lean-r,44.0,54.9,1.1,r
2010,PA-08,Mike Fitzpatrick,tossup,46.5,53.5,0.0,r
2010,PA-09,Bill Shuster,solid-r,26.9,73.1,0.0,r
2010,PA-10,Tom Marino,tossup,44.8,55.2,0.0,r
2010,PA-11,Lou Barletta,tossup,45.3,54.7,0.0,r
2010,PA-12,Mark Critz,lean-d,50.8,49.2,0.0,d
2010,PA-13,Allyson Schwartz,solid-d,56.3,43.7,0.0,d
2010,PA-14,Michael F. Doyle,solid-d,68.8,28.2,3.0,d
2010,PA-15,Charlie Dent,likely-r,39.0,53.5,7.5,r
2010,PA-16,Joe Pitts,solid-r,34.6,65.4,0.0,r
2010,PA-17,Tim Holden,likely-d,55.5,44.5,0.0,d
2010,PA-18,Tim Murphy,solid-r,32.7,67.3,0.0,r
2010,PA-19,Todd Platts,solid-r,23.3,71.9,4.8,r
2010,RI-01,David Cicilline,lean-d,50.6,44.6,4.8,d
2010,RI-02,Jim Langevin,solid-d,59.9,31.8,8.3,d
2010,SC-01,Tim Scott,solid-r,28.7,65.4,5.9,r
2010,SC-02,Addison G. Wilson,solid-r,43.8,53.5,2.7,r
2010,SC-03,Jeff Duncan,solid-r,36.2,62.5,1.3,r
2010,SC-04,Trey Gowdy,solid-r,28.8,63.5,7.7,r
2010,SC-05,Mick Mulvaney,tossup,44.9,55.1,0.0,r
2010,SC-06,Jim Clyburn,solid-d,62.9,36.4,0.7,d
2010,SD-01,Kristi Noem,tossup,45.9,48.1,6.0,r
2010,TN-01,Phil Roe,solid-r,17.1,80.8,2.1,r
2010,TN-02,Jimmy Duncan,solid-r,14.7,81.7,3.6,r
2010,TN-03,Charles Fleischmann,solid-r,28.0,56.8,15.2,r
2010,TN-04,Scott DesJarlais,tossup,38.6,57.1,4.3,r
2010,TN-05,Jim Cooper,likely-d,56.2,42.1,1.7,d
2010,TN-06,Diane Black,likely-r,29.4,67.3,3.3,r
2010,TN-07,Marsha Blackburn,solid-r,24.8,72.4,2.8,r
2010,TN-08,Stephen Fincher,likely-r,38.8,59.0,2.2,r
2010,TN-09,Steve Cohen,solid-d,74.0,25.1,0.9,d
2010,TX-01,Louie Gohmert,solid-r,0.0,89.7,10.3,r
2010,TX-02,Ted Poe,solid-r,0.0,88.6,11.4,r
2010,TX-03,Sam Johnson,solid-r,31.3,66.3,2.4,r
2010,TX-04,Ralph Hall,solid-r,22.0,73.2,4.8,r
2010,TX-05,Jeb Hensarling,solid-r,27.5,70.5,2.0,r
2010,TX-06,Joe Barton,solid-r,31.2,65.9,2.9,r
2010,TX-07,John Culberson,solid-r,0.0,81.4,18.6,r
2010,TX-08,Kevin Brady,solid-r,17.2,80.3,2.5,r
2010,TX-09,Al Green,solid-d,75.7,22.9,1.4,d
2010,TX-10,Michael McCaul,solid-r,33.0,64.7,2.3,r
2010,TX-11,Mike Conaway,solid-r,15.4,80.8,3.8,r
2010,TX-12,Kay Granger,solid-r,25.1,71.9,3.0,r
2010,TX-13,Mac Thornberry,solid-r,0.0,87.1,12.9,r
2010,TX-14,Ron Paul,solid-r,24.0,76.0,0.0,r
2010,TX-15,Ruben Hinojosa,solid-d,55.7,41.6,2.7,d
2010,TX-16,Silvestre Reyes,solid-d,58.1,36.6,5.3,d
2010,TX-17,Bill Flores,lean-r,36.6,61.8,1.6,r
2010,TX-18,Sheila Jackson Lee,solid-d,70.1,27.3,2.6,d
2010,TX-19,Randy Neugebauer,solid-r,19.1,77.7,3.2,r
2010,TX-20,Charlie Gonzalez,solid-d,63.6,34.5,1.9,d
2010,TX-21,Lamar S. Smith,solid-r,27.9,68.9,3.2,r
2010,TX-22,Pete Olson,solid-r,29.8,67.5,2.7,r
2010,TX-23,Quico Canseco,tossup,44.4,49.4,6.2,r
2010,TX-24,Kenny Marchant,solid-r,0.0,81.6,18.4,r
2010,TX-25,Lloyd Doggett,solid-d,52.8,44.8,2.4,d
2010,TX-26,Michael C. Burgess,solid-r,30.7,67.1,2.2,r
2010,TX-27,Blake Farenthold,lean-d,47.1,47.9,5.0,r
2010,TX-28,Henry Cuellar,solid-d,56.3,42.0,1.7,d
2010,TX-29,Gene Green,solid-d,64.6,34.1,1.3,d
2010,TX-30,Eddie Bernice Johnson,solid-d,75.7,21.6,2.7,d
2010,TX-31,John Carter,solid-r,0.0,82.5,17.5,r
2010,TX-32,Pete Sessions,solid-r,34.9,62.6,2.5,r
2010,UT-01,Rob Bishop,solid-r,23.9,69.2,6.9,r
2010,UT-02,Jim Matheson,lean-d,50.5,46.1,3.4,d
2010,UT-03,Jason Chaffetz,solid-r,22.9,72.3,4.8,r
2010,VT-01,Peter Welch,solid-d,64.6,32.0,3.4,d
2010,VA-01,Rob Wittman,solid-r,34.8,63.9,1.3,r
2010,VA-02,Scott Rigell,lean-r,42.5,53.1,4.4,r
2010,VA-03,Robert C. Scott,solid-d,70.0,27.2,2.8,d
2010,VA-04,Randy Forbes,solid-r,37.5,62.3,0.2,r
2010,VA-05,Robert Hurt,lean-r,47.0,50.8,2.2,r
2010,VA-06,Bob Goodlatte,solid-r,0.0,76.3,23.7,r
2010,VA-07,Eric Cantor,solid-r,34.1,59.2,6.7,r
2010,VA-08,Jim Moran,solid-d,61.0,37.3,1.7,d
2010,VA-09,Morgan Griffith,tossup,46.4,51.2,2.4,r
2010,VA-10,Frank Wolf,solid-r,34.8,62.9,2.3,r
2010,VA-11,Gerry Connolly,tossup,49.2,48.8,2.0,d
2010,WA-01,Jay Inslee,solid-d,57.7,42.3,0.0,d
2010,WA-02,Rick Larsen,tossup,51.1,48.9,0.0,d
2010,WA-03,Jaime Herrera,lean-r,47.0,53.0,0.0,r
2010,WA-04,Doc Hastings,solid-r,32.4,67.6,0.0,r
2010,WA-05,Cathy McMorris Rodgers,solid-r,36.3,63.7,0.0,r
2010,WA-06,Norm Dicks,solid-d,58.0,42.0,0.0,d
2010,WA-07,Jim McDermott,solid-d,83.0,0.0,17.0,d
2010,WA-08,Dave Reichert,likely-r,47.9,52.1,0.0,r
2010,WA-09,Adam Smith,likely-d,54.9,45.1,0.0,d
2010,WV-01,David McKinley,tossup,49.6,50.4,0.0,r
2010,WV-02,Shelley Capito,solid-r,29.7,68.5,1.8,r
2010,WV-03,Nick Rahall,likely-d,56.0,44.0,0.0,d
2010,WI-01,Paul Ryan,solid-r,30.1,68.2,1.7,r
2010,WI-02,Tammy Baldwin,solid-d,61.8,38.2,0.0,d
2010,WI-03,Ron Kind,lean-d,50.3,46.5,3.2,d
2010,WI-04,Gwen Moore,solid-d,69.0,29.6,1.4,d
2010,WI-05,Jim Sensenbrenner,solid-r,27.4,69.3,3.3,r
2010,WI-06,Tom Petri,solid-r,29.3,70.7,0.0,r
2010,WI-07,Sean Duffy,tossup,44.4,52.1,3.5,r
2010,WI-08,Reid Ribble,lean-r,45.1,54.8,0.1,r
2010,WY-01,Cynthia Lummis,solid-r,24.5,70.5,5.0,r
2012,AL-01,Jo Bonner,solid-r,0.0,97.9,2.1,r
2012,AL-02,Martha Roby,solid-r,36.3,63.7,0.0,r
2012,AL-03,Mike D. Rogers,solid-r,35.9,64.1,0.0,r
2012,AL-04,Robert Aderholt,solid-r,26.0,74.0,0.0,r
2012,AL-05,Mo Brooks,solid-r,35.0,65.0,0.0,r
2012,AL-06,Spencer Bachus,solid-r,28.6,71.4,0.0,r
2012,AL-07,Terri Sewell,solid-d,75.8,24.2,0.0,d
2012,AK-01,Don Young,solid-r,28.4,64.7,6.9,r
2012,AZ-01,Ann Kirkpatrick,tossup,48.8,45.1,6.1,d
2012,AZ-02,Ron Barber,lean-d,50.4,49.6,0.0,d
2012,AZ-03,Raúl Grijalva,solid-d,57.8,37.7,4.5,d
2012,AZ-04,Paul Gosar,solid-r,28.3,67.0,4.7,r
2012,AZ-05,Matt Salmon,solid-r,32.7,67.2,0.1,r
2012,AZ-06,David Schweikert,solid-r,33.1,61.7,5.2,r
2012,AZ-07,Ed Pastor,solid-d,80.3,0.0,19.7,d
2012,AZ-08,Trent Franks,solid-r,34.8,63.6,1.6,r
2012,AZ-09,Kyrsten Sinema,lean-d,48.5,44.8,6.7,d
2012,AR-01,Rick Crawford,solid-r,39.0,56.4,4.6,r
2012,AR-02,Timothy Griffin,solid-r,39.5,55.2,5.3,r
2012,AR-03,Steve Womack,solid-r,0.0,75.8,24.2,r
2012,AR-04,Tom Cotton,likely-r,36.7,59.5,3.8,r
2012,CA-01,Doug LaMalfa,solid-r,42.1,57.9,0.0,r
2012,CA-02,Jared Huffman,solid-d,70.1,29.9,0.0,d
2012,CA-03,John Garamendi,likely-d,53.7,46.3,0.0,d
2012,CA-04,Tom McClintock,solid-r,38.9,61.1,0.0,r
2012,CA-05,Mike Thompson,solid-d,74.1,25.9,0.0,d
2012,CA-06,Doris Matsui,solid-d,74.4,25.6,0.0,d
2012,CA-07,Ami Bera,tossup,51.1,48.9,0.0,d
2012,CA-08,Paul Cook,solid-r,0.0,57.6,42.4,r
2012,CA-09,Jerry McNerney,tossup,55.5,44.5,0.0,d
2012,CA-10,Jeff Denham,tossup,46.2,53.8,0.0,r
2012,CA-11,George Miller,solid-d,69.1,30.9,0.0,d
2012,CA-12,Nancy Pelosi,solid-d,84.8,15.2,0.0,d
2012,CA-13,Barbara Lee,solid-d,86.3,0.0,13.7,d
2012,CA-14,Jackie Speier,solid-d,73.7,26.3,0.0,d
2012,CA-15,Eric Swalwell,solid-d,53.0,0.0,47.0,d
2012,CA-16,Jim Costa,solid-d,57.4,42.6,0.0,d
2012,CA-17,Mike Honda,solid-d,73.3,26.7,0.0,d
2012,CA-18,Anna Eshoo,solid-d,70.0,30.0,0.0,d
2012,CA-19,Zoe Lofgren,solid-d,72.7,27.3,0.0,d
2012,CA-20,Sam Farr,solid-d,72.9,27.1,0.0,d
2012,CA-21,David Valadao,likely-r,40.1,59.9,0.0,r
2012,CA-22,Devin Nunes,solid-r,36.9,63.1,0.0,r
2012,CA-23,Kevin McCarthy,solid-r,0.0,73.8,26.2,r
2012,CA-24,Lois Capps,lean-d,54.8,45.2,0.0,d
2012,CA-25,Howard McKeon,solid-r,44.8,55.2,0.0,r
2012,CA-26,Julia Brownley,tossup,51.7,48.3,0.0,d
2012,CA-27,Judy Chu,solid-d,63.4,36.6,0.0,d
2012,CA-28,Adam Schiff,solid-d,76.0,24.0,0.0,d
2012,CA-29,Tony Cardenas,solid-d,74.2,0.0,25.8,d
2012,CA-30,Brad Sherman,solid-d,60.5,0.0,39.5,d
2012,CA-31,Gary Miller,solid-r,0.0,55.2,44.8,r
2012,CA-32,Grace Napolitano,solid-d,65.4,34.6,0.0,d
2012,CA-33,Henry Waxman,solid-d,53.7,0.0,46.3,d
2012,CA-34,Xavier Becerra,solid-d,85.6,14.4,0.0,d
2012,CA-35,Gloria Negrete McLeod,solid-d,55.7,0.0,44.3,d
2012,CA-36,Raul Ruiz,tossup,51.4,48.6,0.0,d
2012,CA-37,Karen Bass,solid-d,86.4,13.6,0.0,d
2012,CA-38,Linda Sanchez,solid-d,67.1,32.9,0.0,d
2012,CA-39,Ed Royce,solid-r,40.8,59.2,0.0,r
2012,CA-40,Lucille Roybal-Allard,solid-d,59.4,0.0,40.6,d
2012,CA-41,Mark Takano,lean-d,56.4,43.6,0.0,d
2012,CA-42,Ken Calvert,solid-r,38.6,61.4,0.0,r
2012,CA-43,Maxine Waters,solid-d,70.6,0.0,29.4,d
2012,CA-44,Janice Hahn,solid-d,60.0,0.0,40.0,d
2012,CA-45,John B. T. Campbell III,solid-r,40.7,59.3,0.0,r
2012,CA-46,Loretta Sanchez,solid-d,60.6,39.4,0.0,d
2012,CA-47,Alan Lowenthal,likely-d,56.6,43.4,0.0,d
2012,CA-48,Dana Rohrabacher,solid-r,38.4,61.6,0.0,r
2012,CA-49,Darrell Issa,solid-r,41.1,58.9,0.0,r
2012,CA-50,Duncan D. Hunter,solid-r,31.6,68.4,0.0,r
2012,CA-51,Juan Vargas,solid-d,69.9,30.1,0.0,d
2012,CA-52,Scott Peters,tossup,50.2,49.8,0.0,d
2012,CA-53,Susan Davis,solid-d,60.4,39.6,0.0,d
2012,CO-01,Diana DeGette,solid-d,68.1,27.0,4.9,d
2012,CO-02,Jared Polis,solid-d,56.0,38.6,5.4,d
2012,CO-03,Scott Tipton,lean-r,41.1,53.5,5.4,r
2012,CO-04,Cory Gardner,solid-r,36.7,58.6,4.7,r
2012,CO-05,Doug Lamborn,solid-r,0.0,65.3,34.7,r
2012,CO-06,Mike Coffman,tossup,45.1,48.7,6.2,r
2012,CO-07,Ed Perlmutter,lean-d,53.3,41.2,5.5,d
2012,CT-01,John Larson,solid-d,69.6,27.8,2.6,d
2012,CT-02,Joe Courtney,solid-d,68.3,29.3,2.4,d
2012,CT-03,Rosa DeLauro,solid-d,74.6,25.4,0.0,d
2012,CT-04,Jim Himes,solid-d,59.8,40.2,0.0,d
2012,CT-05,Elizabeth Esty,tossup,51.5,48.5,0.0,d
2012,DE-01,John Carney,solid-d,64.4,33.4,2.2,d
2012,FL-01,Jeff Miller,solid-r,27.1,69.6,3.3,r
2012,FL-02,Steve Southerland,lean-r,47.3,52.7,0.0,r
2012,FL-03,Ted Yoho,solid-r,32.5,64.7,2.8,r
2012,FL-04,Ander Crenshaw,solid-r,0.0,76.1,23.9,r
2012,FL-05,Corrine Brown,solid-d,70.8,26.3,2.9,d
2012,FL-06,Ron DeSantis,solid-r,42.8,57.2,0.0,r
2012,FL-07,John Mica,solid-r,41.3,58.7,0.0,r
2012,FL-08,Bill Posey,solid-r,37.5,58.9,3.6,r
2012,FL-09,Alan Grayson,likely-d,62.5,37.5,0.0,d
2012,FL-10,Daniel Webster,lean-r,48.2,51.8,0.0,r
2012,FL-11,Rich Nugent,solid-r,35.5,64.5,0.0,r
2012,FL-12,Gus Bilirakis,solid-r,32.9,63.5,3.6,r
2012,FL-13,Bill Young,solid-r,42.4,57.6,0.0,r
2012,FL-14,Kathy Castor,solid-d,70.2,29.8,0.0,d
2012,FL-15,Dennis A. Ross,solid-r,0.0,100.0,0.0,r
2012,FL-16,Vern Buchanan,likely-r,46.4,53.6,0.0,r
2012,FL-17,Tom Rooney,solid-r,41.3,58.7,0.0,r
2012,FL-18,Patrick Murphy,tossup,50.2,49.8,0.0,d
2012,FL-19,Trey Radel,solid-r,35.8,62.0,2.2,r
2012,FL-20,Alcee Hastings,solid-d,88.0,0.0,12.0,d
2012,FL-21,Ted Deutch,solid-d,77.7,0.0,22.3,d
2012,FL-22,Lois Frankel,likely-d,54.6,45.4,0.0,d
2012,FL-23,Debbie Wasserman Schultz,solid-d,63.3,35.6,1.1,d
2012,FL-24,Frederica Wilson,solid-d,100.0,0.0,0.0,d
2012,FL-25,Mario Diaz-Balart,solid-r,0.0,75.7,24.3,r
2012,FL-26,Joe Garcia,lean-d,53.6,43.0,3.4,d
2012,FL-27,Ileana Ros-Lehtinen,solid-r,36.9,60.2,2.9,r
2012,GA-01,Jack Kingston,solid-r,37.0,63.0,0.0,r
2012,GA-02,Sanford Bishop,solid-d,63.8,36.2,0.0,d
2012,GA-03,Lynn Westmoreland,solid-r,0.0,100.0,0.0,r
2012,GA-04,Hank Johnson,solid-d,73.6,26.4,0.0,d
2012,GA-05,John Lewis,solid-d,84.3,15.7,0.0,d
2012,GA-06,Tom Price,solid-r,35.4,64.6,0.0,r
2012,GA-07,Rob Woodall,solid-r,37.8,62.2,0.0,r
2012,GA-08,Austin Scott,solid-r,0.0,100.0,0.0,r
2012,GA-09,Doug Collins,solid-r,23.8,76.2,0.0,r
2012,GA-10,Paul Broun,solid-r,0.0,100.0,0.0,r
2012,GA-11,Phil Gingrey,solid-r,31.4,68.6,0.0,r
2012,GA-12,John Barrow,tossup,53.7,46.3,0.0,d
2012,GA-13,David Scott,solid-d,71.7,28.3,0.0,d
2012,GA-14,Tom Graves,solid-r,27.0,73.0,0.0,r
2012,HI-01,Colleen Hanabusa,solid-d,54.6,45.4,0.0,d
2012,HI-02,Tulsi Gabbard,solid-d,80.6,19.4,0.0,d
2012,ID-01,Raúl Labrador,solid-r,30.8,63.0,6.2,r
2012,ID-02,Mike Simpson,solid-r,34.8,65.2,0.0,r
2012,IL-01,Bobby Rush,solid-d,73.9,26.1,0.0,d
2012,IL-02,Jesse Jackson Jr.,solid-d,62.1,23.4,14.5,d
2012,IL-03,Dan Lipinski,solid-d,68.5,31.5,0.0,d
2012,IL-04,Luis Gutiérrez,solid-d,83.3,16.7,0.0,d
2012,IL-05,Mike Quigley,solid-d,65.6,28.7,5.7,d
2012,IL-06,Peter Roskam,solid-r,40.8,59.2,0.0,r
2012,IL-07,Danny K. Davis,solid-d,84.6,11.0,4.4,d
2012,IL-08,Tammy Duckworth,likely-d,54.7,45.3,0.0,d
2012,IL-09,Jan Schakowsky,solid-d,66.1,33.9,0.0,d
2012,IL-10,Brad Schneider,tossup,50.5,49.5,0.0,d
2012,IL-11,Bill Foster,tossup,58.1,41.9,0.0,d
2012,IL-12,William Enyart,tossup,51.5,42.9,5.6,d
2012,IL-13,Rodney L. Davis,tossup,46.2,46.6,7.2,r
2012,IL-14,Randy Hultgren,solid-r,41.2,58.8,0.0,r
2012,IL-15,John Shimkus,solid-r,31.1,68.9,0.0,r
2012,IL-16,Adam Kinzinger,solid-r,38.1,61.9,0.0,r
2012,IL-17,Cheri Bustos,tossup,53.3,46.7,0.0,d
2012,IL-18,Aaron Schock,solid-r,25.8,74.2,0.0,r
2012,IN-01,Peter Visclosky,solid-d,67.3,32.7,0.0,d
2012,IN-02,Jackie Walorski,likely-r,47.6,49.0,3.4,r
2012,IN-03,Marlin Stutzman,solid-r,32.9,67.1,0.0,r
2012,IN-04,Todd Rokita,solid-r,34.2,61.9,3.9,r
2012,IN-05,Susan Brooks,solid-r,37.6,58.4,4.0,r
2012,IN-06,Luke Messer,solid-r,35.1,59.1,5.8,r
2012,IN-07,André Carson,solid-d,62.8,37.2,0.0,d
2012,IN-08,Larry Bucshon,lean-r,43.1,53.4,3.5,r
2012,IN-09,Todd Young,solid-r,43.7,56.3,0.0,r
2012,IA-01,Bruce Braley,likely-d,56.9,41.7,1.4,d
2012,IA-02,David Loebsack,likely-d,55.4,42.5,2.1,d
2012,IA-03,Tom Latham,lean-r,43.6,52.3,4.1,r
2012,IA-04,Steve King,lean-r,44.6,53.2,2.2,r
2012,KS-01,Tim Huelskamp,solid-r,0.0,100.0,0.0,r
2012,KS-02,Lynn Jenkins,solid-r,38.7,57.0,4.3,r
2012,KS-03,Kevin Yoder,solid-r,0.0,68.5,31.5,r
2012,KS-04,Mike Pompeo,solid-r,31.6,62.2,6.2,r
2012,KY-01,Ed Whitfield,solid-r,30.4,69.6,0.0,r
2012,KY-02,Brett Guthrie,solid-r,31.7,64.3,4.0,r
2012,KY-03,John Yarmuth,solid-d,64.0,34.5,1.5,d
2012,KY-04,Thomas Massie,solid-r,35.0,62.1,2.9,r
2012,KY-05,Hal Rogers,solid-r,22.1,77.9,0.0,r
2012,KY-06,Andy Barr,tossup,46.7,50.6,2.7,r
2012,LA-01,Steve Scalise,solid-r,21.3,66.6,12.1,r
2012,LA-02,Cedric Richmond,solid-d,55.2,13.5,31.3,d
2012,LA-03,Charles Boustany,solid-r,0.0,60.9,39.1,r
2012,LA-04,John Fleming,solid-r,0.0,75.3,24.7,r
2012,LA-05,Rodney Alexander,solid-r,0.0,77.8,22.2,r
2012,LA-06,Bill Cassidy,solid-r,0.0,79.0,21.0,r
2012,ME-01,Chellie Pingree,solid-d,64.7,35.3,0.0,d
2012,ME-02,Mike Michaud,solid-d,58.1,41.9,0.0,d
2012,MD-01,Andrew P. Harris,solid-r,27.5,63.4,9.1,r
2012,MD-02,Dutch Ruppersberger,solid-d,65.6,31.1,3.3,d
2012,MD-03,John Sarbanes,solid-d,66.8,29.6,3.6,d
2012,MD-04,Donna Edwards,solid-d,77.2,20.7,2.1,d
2012,MD-05,Steny Hoyer,solid-d,69.4,27.7,2.9,d
2012,MD-06,John K. Delaney,likely-d,58.8,37.9,3.3,d
2012,MD-07,Elijah Cummings,solid-d,76.5,20.8,2.7,d
2012,MD-08,Chris Van Hollen,solid-d,63.4,32.9,3.7,d
2012,MA-01,Richard Neal,solid-d,100.0,0.0,0.0,d
2012,MA-02,Jim McGovern,solid-d,100.0,0.0,0.0,d
2012,MA-03,Niki Tsongas,solid-d,65.9,34.1,0.0,d
2012,MA-04,Joseph Kennedy III,solid-d,61.1,36.0,2.9,d
2012,MA-05,Ed Markey,solid-d,75.5,24.5,0.0,d
2012,MA-06,John F. Tierney,lean-r,48.3,47.3,4.4,d
2012,MA-07,Mike Capuano,solid-d,83.6,0.0,16.4,d
2012,MA-08,Stephen Lynch,solid-d,76.3,23.7,0.0,d
2012,MA-09,William R. Keating,solid-d,58.3,32.2,9.5,d
2012,MI-01,Dan Benishek,tossup,47.5,48.2,4.3,r
2012,MI-02,Bill Huizenga,solid-r,34.2,61.1,4.7,r
2012,MI-03,Justin Amash,likely-r,44.1,52.7,3.2,r
2012,MI-04,Dave Camp,solid-r,33.5,63.1,3.4,r
2012,MI-05,Dan Kildee,solid-d,64.2,32.2,3.6,d
2012,MI-06,Fred Upton,solid-r,42.8,54.4,2.8,r
2012,MI-07,Tim Walberg,solid-r,43.0,53.3,3.7,r
2012,MI-08,Mike Rogers,solid-r,37.3,58.6,4.1,r
2012,MI-09,Sander Levin,solid-d,61.9,34.0,4.1,d
2012,MI-10,Candice Miller,solid-r,29.8,68.7,1.5,r
2012,MI-11,Kerry Bentivolio,lean-r,44.4,50.7,4.9,r
2012,MI-12,John Dingell,solid-d,68.5,28.4,3.1,d
2012,MI-13,John Conyers,solid-d,81.5,14.7,3.8,d
2012,MI-14,Gary Peters,solid-d,85.1,16.4,0.0,d
2012,MN-01,Tim Walz,solid-d,57.6,42.4,0.0,d
2012,MN-02,John Kline,solid-r,45.9,54.1,0.0,r
2012,MN-03,Erik Paulsen,solid-r,41.8,58.2,0.0,r
2012,MN-04,Betty McCollum,solid-d,62.4,31.6,6.0,d
2012,MN-05,Keith Ellison,solid-d,74.5,25.5,0.0,d
2012,MN-06,Michele Bachmann,lean-r,49.4,50.6,0.0,r
2012,MN-07,Collin Peterson,solid-d,60.4,34.9,4.7,d
2012,MN-08,Rick Nolan,tossup,54.5,45.5,0.0,d
2012,MS-01,Alan Nunnelee,solid-r,36.7,60.4,2.9,r
2012,MS-02,Bennie Thompson,solid-d,67.1,31.0,1.9,d
2012,MS-03,Gregg Harper,solid-r,0.0,80.0,20.0,r
2012,MS-04,Steven Palazzo,solid-r,28.9,64.1,7.0,r
2012,MO-01,Lacy Clay,solid-d,78.7,17.9,3.4,d
2012,MO-02,Ann Wagner,solid-r,37.1,60.1,2.8,r
2012,MO-03,Blaine Luetkemeyer,solid-r,32.9,63.5,3.6,r
2012,MO-04,Vicky Hartzler,solid-r,35.5,60.3,4.2,r
2012,MO-05,Emanuel Cleaver,solid-d,60.5,36.9,2.6,d
2012,MO-06,Sam Graves,solid-r,32.5,65.0,2.5,r
2012,MO-07,Billy Long,solid-r,30.9,63.9,5.2,r
2012,MO-08,Jo Ann Emerson,solid-r,24.6,71.9,3.5,r
2012,MT-01,Steve Daines,likely-r,42.9,53.2,3.9,r
2012,NE-01,Jeff Fortenberry,solid-r,31.7,68.3,0.0,r
2012,NE-02,Lee Terry,likely-r,48.8,51.2,0.0,r
2012,NE-03,Adrian Smith,solid-r,25.8,74.2,0.0,r
2012,NV-01,Dina Titus,solid-d,63.6,31.5,4.9,d
